price,qty,side,timestamp_utc,symbol
76853.37,8e-05,ask,2026-09-17T17:18:48.236056+00:00,BTCUSDT
76853.4,0.004,ask,2026-09-17T17:18:48.236056+00:00,BTCUSDT
76853.62,0.00014,ask,2026-09-17T17:18:48.236056+00:00,BTCUSDT
76853.74,7e-05,ask,2026-09-17T17:18:48.236056+00:00,BTCUSDT
76853.84,0.00416,ask,2026-09-17T17:18:48.236056+00:00,BTCUSDT
76853.95,7e-05,ask,2026-09-17T17:18:48.236056+00:00,BTCUSDT
76854.0,0.00051,ask,2026-09-17T17:18:48.236056+00:00,BTCUSDT
76854.01,0.02929,ask,2026-09-17T17:18:48.236056+00:00,BTCUSDT
76854.04,0.002,ask,2026-09-17T17:18:48.236056+00:00,BTCUSDT
76854.06,0.0013,ask,2026-09-17T17:18:48.236056+00:00,BTCUSDT
76854.18,0.01301,ask,2026-09-17T17:18:48.236056+00:00,BTCUSDT
76854.27,7e-05,ask,2026-09-17T17:18:48.236056+00:00,BTCUSDT
76854.41,0.00014,ask,2026-09-17T17:18:48.236056+00:00,BTCUSDT
76854.42,0.04,ask,2026-09-17T17:18:48.236056+00:00,BTCUSDT
76854.53,0.004,ask,2026-09-17T17:18:48.236056+00:00,BTCUSDT
76854.82,0.08,ask,2026-09-17T17:18:48.236056+00:00,BTCUSDT
76854.83,0.01078,ask,2026-09-17T17:18:48.236056+00:00,BTCUSDT
76855.0,0.0025,ask,2026-09-17T17:18:48.236056+00:00,BTCUSDT
